TimeStamp,Open,High,Low,Close,Volume,DataTime,ema7,ema25,ema50,ema144,ema169,dif,dea,macd,ao
1678803600000,25799.6,25897.5,25782.9,25896.9,3305.584,2023-03-14 22:20:00,25846.975797051186,25666.556587707844,25320.408644077364,24735.923028993697,24636.788499126615,183.7268893108012,243.84979733277828,-60.12290802197708,341.90411764707096
1678803900000,25896.7,26044.5,25862.2,26000.6,6686.381,2023-03-14 22:25:00,25885.38184778839,25692.25223480724,25347.08281489786,24753.36684928344,24652.833340313362,183.36170705976838,231.7521792781763,-48.39047221840792,361.36470588236625
1678804200000,26000.7,26001.1,25905.0,25951.0,4959.434,2023-03-14 22:30:00,25901.786385841293,25712.15590905284,25370.765841764613,24769.885927224357,24668.10588925085,177.02930834958897,220.80760509245883,-43.778296742869856,348.180588235311
1678804500000,25950.9,25969.5,25861.6,25904.7,4384.061,2023-03-14 22:35:00,25902.51478938097,25726.96699297185,25391.704436205215,24785.53853512471,24682.654055259667,166.35715200002232,209.91751447397152,-43.5603624739492,320.6658823529615
1678804800000,25904.7,25914.6,25835.1,25876.6,4065.355,2023-03-14 22:40:00,25896.036092035727,25738.47722428171,25410.719948510894,24800.58765877816,24696.700478138966,153.85837250107215,198.70568607939165,-44.8473135783195,302.68647058825445
1678805100000,25876.7,25984.6,25876.6,25940.2,5190.514,2023-03-14 22:45:00,25907.077069026796,25753.994360875422,25431.483872098703,24816.306449691565,24711.329884278508,147.3860139477547,188.44175165306427,-41.05573770530958,276.2611764706089
1678805400000,25940.2,26070.0,25890.5,26021.3,6327.786,2023-03-14 22:50:00,25935.632801770098,25774.556333115775,25454.613916330127,24832.927050385475,24726.741297404642,147.1049807342133,180.1743974692941,-33.06941673508078,242.65411764708188
1678805700000,26021.2,26128.9,25814.0,25844.3,11238.726,2023-03-14 22:55:00,25912.799601327573,25779.92123056841,25469.895723532867,24846.877022104298,24739.88904684694,131.08872986053393,170.35726394754207,-39.268534087008135,188.70529411766984
1678806000000,25844.3,25921.4,25800.1,25827.8,6655.829,2023-03-14 23:00:00,25891.54970099568,25783.60421283238,25483.931185355108,24860.406994213205,24752.687999236976,115.73025718331701,159.43186259469707,-43.70160541138006,140.1723529412011
1678806300000,25827.7,25926.1,25825.1,25903.3,3210.832,2023-03-14 23:05:00,25894.48727574676,25792.811581076043,25500.377021223536,24874.791725327505,24766.224611010657,108.40119446260724,149.2257289682791,-40.82453450567186,108.97117647061168
1678806600000,25903.2,25933.7,25860.3,25885.9,3197.771,2023-03-14 23:10:00,25892.34045681007,25799.97222868558,25515.495569410847,24888.73804635747,24779.397262645827,100.0356758698872,139.3877183486007,-39.352042478713514,63.46411764707955
1678806900000,25885.9,25989.6,25883.2,25898.0,4788.995,2023-03-14 23:15:00,25893.755342607554,25807.512826478996,25530.49574315944,24902.65890089047,24792.557294849994,93.3067290992949,130.17152049873954,-36.86479139944464,1.8864705882551789
1678807200000,25898.0,25950.0,25863.0,25897.1,3775.898,2023-03-14 23:20:00,25894.591506955665,25814.404147519075,25544.872380682602,24916.375329843704,24805.551914910582,86.89964283630616,121.51714496625286,-34.6175021299467,-9.747647058800794
1678807500000,25897.1,25913.5,25780.0,25803.7,3894.258,2023-03-14 23:25:00,25871.868630216748,25813.58075155607,25555.02248340093,24928.614290811376,24817.29483355869,73.43882433582985,111.90148084016826,-38.46265650433841,-35.4323529411522
1678807800000,25803.7,25928.1,25803.7,25855.5,3644.795,2023-03-14 23:30:00,25867.77647266256,25816.80530912868,25566.805915424426,24941.398921282944,24829.50901198741,66.18788306809802,102.75876128575422,-36.5708782176562,-54.783529411743075
1678808100000,25855.6,25889.9,25825.0,25863.6,2204.878,2023-03-14 23:35:00,25866.73235449692,25820.404900734164,25578.444899133272,24954.118936161798,24841.67478831697,60.39882215385296,94.28677345937396,-33.887951305521,-61.76999999997861
1678808400000,25863.6,25886.0,25825.7,25873.4,1447.304,2023-03-14 23:40:00,25868.39926587269,25824.481446831534,25590.01176583393,24966.79867497336,24853.812731983828,55.95669383467248,86.62075753443366,-30.664063699761186,-61.42823529409725
1678808700000,25873.5,25930.0,25864.3,25909.7,2380.552,2023-03-14 23:45:00,25878.724449404515,25831.036720152184,25602.548559330637,24979.80421049097,24866.23493513696,54.73443724460594,80.24349347646812,-25.509056231862175,-60.075882352921326
1678809000000,25909.8,25954.2,25862.6,25910.2,2619.17,2023-03-14 23:50:00,25886.593337053386,25837.1262032174,25614.61332170983,24992.63725586351,24878.516877076523,53.192960574386234,74.83338689605173,-21.6404263216655,-23.202352941156278
1678809300000,25910.2,25950.0,25877.6,25911.3,1777.97,2023-03-14 23:55:00,25892.77000279004,25842.831879892987,25626.24809340748,25005.30846612746,24890.667266757977,51.466812635331735,70.16007204390773,-18.693259408575997,-1.5570588235059404
1678809600000,25911.3,26019.2,25885.2,25942.8,5325.435,2023-03-15 00:00:00,25905.27750209253,25850.521735285834,25638.661893666012,25018.239383836044,24903.045298913767,52.04072165589969,66.53620196630612,-14.495480310406435,24.300588235313626
